CO,Date,Main Pollutant,NO2,Overall AQI Value,Ozone,PM10,PM25,Site ID (of Overall AQI),Site Name (of Overall AQI),Source (of Overall AQI),source_file
10,07/14/2018,Ozone,23,87,87,31,63,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,07/15/2018,Ozone,19,93,93,27,62,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,07/16/2018,Ozone,29,97,97,40,66,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
10,07/17/2018,Ozone,42,129,129,43,69,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,07/18/2018,Ozone,30,115,115,42,74,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,07/19/2018,Ozone,26,122,122,49,70,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
10,07/20/2018,Ozone,30,84,84,27,61,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,07/21/2018,Ozone,15,67,67,20,56,06-037-0016,Glendora,AQS,aqidaily2018.csv
10,07/22/2018,Ozone,21,74,74,19,54,06-037-0002,Azusa,AQS,aqidaily2018.csv
11,07/23/2018,Ozone,36,150,150,39,65,06-037-0016,Glendora,AQS,aqidaily2018.csv
17,07/24/2018,Ozone,41,195,195,49,75,06-037-0016,Glendora,AQS,aqidaily2018.csv
8,07/25/2018,Ozone,30,185,185,53,81,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,07/26/2018,Ozone,33,190,190,50,85,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,07/27/2018,Ozone,34,172,172,48,85,06-037-0002,Azusa,AQS,aqidaily2018.csv
7,07/28/2018,Ozone,19,136,136,34,79,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
7,07/29/2018,Ozone,18,108,108,29,66,06-037-0002,Azusa,AQS,aqidaily2018.csv
9,07/30/2018,Ozone,33,122,122,36,63,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
8,07/31/2018,Ozone,43,97,97,55,61,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/01/2018,Ozone,38,80,80,35,59,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
8,08/02/2018,Ozone,28,115,115,37,65,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
9,08/03/2018,Ozone,40,112,112,35,73,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
9,08/04/2018,Ozone,27,154,154,52,91,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
9,08/05/2018,Ozone,28,151,151,34,75,06-037-0016,Glendora,AQS,aqidaily2018.csv
10,08/06/2018,Ozone,41,197,197,57,76,06-037-0016,Glendora,AQS,aqidaily2018.csv
9,08/07/2018,Ozone,55,201,201,51,86,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/08/2018,Ozone,49,112,112,33,65,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
8,08/09/2018,Ozone,42,172,172,47,113,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,08/10/2018,Ozone,39,93,93,35,66,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
8,08/11/2018,Ozone,26,74,74,30,62,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
7,08/12/2018,Ozone,21,90,90,28,64,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
7,08/13/2018,Ozone,23,87,87,28,61,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
8,08/14/2018,Ozone,29,80,80,28,61,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
7,08/15/2018,Ozone,31,100,100,33,63,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
7,08/16/2018,Ozone,21,97,97,40,70,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
7,08/17/2018,Ozone,25,129,129,44,80,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/18/2018,Ozone,18,126,126,40,79,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/19/2018,Ozone,25,136,136,44,79,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/20/2018,Ozone,28,101,101,45,85,06-037-0016,Glendora,AQS,aqidaily2018.csv
7,08/21/2018,Ozone,31,112,112,46,86,06-037-0002,Azusa,AQS,aqidaily2018.csv
8,08/22/2018,Ozone,28,93,93,40,74,06-037-0016,Glendora,AQS,aqidaily2018.csv
9,08/23/2018,Ozone,31,93,93,39,79,06-037-0016,Glendora,AQS,aqidaily2018.csv
10,08/24/2018,Ozone,32,126,126,45,93,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
10,08/25/2018,Ozone,23,147,147,46,99,06-037-0002,Azusa,AQS,aqidaily2018.csv
9,08/26/2018,Ozone,17,133,133,40,89,06-037-0002,Azusa,AQS,aqidaily2018.csv
8,08/27/2018,Ozone,26,119,119,44,89,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/28/2018,Ozone,27,101,101,41,74,06-037-0002,Azusa,AQS,aqidaily2018.csv
8,08/29/2018,Ozone,31,71,71,30,64,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
9,08/30/2018,Ozone,36,97,97,54,71,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,08/31/2018,Ozone,30,164,164,43,70,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,09/01/2018,Ozone,26,115,115,40,74,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
7,09/02/2018,Ozone,13,101,101,34,77,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
7,09/03/2018,Ozone,19,84,84,40,71,06-037-0002,Azusa,AQS,aqidaily2018.csv
8,09/04/2018,Ozone,37,97,97,37,70,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,09/05/2018,Ozone,38,90,90,32,68,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,09/06/2018,Ozone,37,97,97,35,80,06-037-1201,Reseda,AQS,aqidaily2018.csv
11,09/07/2018,Ozone,37,147,147,45,72,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
11,09/08/2018,Ozone,45,192,192,38,85,06-037-0016,Glendora,AQS,aqidaily2018.csv
10,09/09/2018,Ozone,42,143,143,31,77,06-037-0002,Azusa,AQS,aqidaily2018.csv
7,09/10/2018,Ozone,38,126,126,37,68,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
7,09/11/2018,Ozone,37,122,122,37,73,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
8,09/12/2018,Ozone,33,115,115,39,72,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
9,09/13/2018,Ozone,50,101,101,32,68,06-059-2022,Mission Viejo,AQS,aqidaily2018.csv
13,09/14/2018,Ozone,51,67,67,32,61,06-037-1701,Pomona,AQS,aqidaily2018.csv
9,09/15/2018,Ozone,35,93,93,32,60,06-037-0002,Azusa,AQS,aqidaily2018.csv
9,09/16/2018,Ozone,30,87,87,27,57,06-037-0002,Azusa,AQS,aqidaily2018.csv
11,09/17/2018,Ozone,47,87,87,46,62,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
9,09/18/2018,Ozone,46,105,105,28,59,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
9,09/19/2018,Ozone,41,133,133,31,65,06-037-6012,Santa Clarita,AQS,aqidaily2018.csv
8,09/20/2018,Ozone,44,108,108,68,71,06-037-9033,Lancaster-Division Street,AQS,aqidaily2018.csv
10,09/21/2018,Ozone,38,105,105,66,72,06-037-1201,Reseda,AQS,aqidaily2018.csv
9,09/22/2018,Ozone,31,115,115,41,65,06-037-0016,Glendora,AQS,aqidaily2018.csv
9,09/23/2018,Ozone,26,97,97,30,60,06-037-0002,Azusa,AQS,aqidaily2018.csv
8,09/24/2018,PM2.5,30,66,61,35,66,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
9,09/25/2018,PM2.5,36,74,58,46,74,06-037-0016,Glendora,AQS,aqidaily2018.csv
10,09/26/2018,Ozone,40,112,112,52,71,06-037-1201,Reseda,AQS,aqidaily2018.csv
9,09/27/2018,Ozone,43,150,150,56,77,06-037-1201,Reseda,AQS,aqidaily2018.csv
8,09/28/2018,Ozone,33,100,100,52,82,06-037-0002,Azusa,AQS,aqidaily2018.csv
6,09/29/2018,Ozone,22,64,64,31,63,06-037-0002,Azusa,AQS,aqidaily2018.csv
7,09/30/2018,PM2.5,31,58,50,20,58,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
10,10/01/2018,PM2.5,62,71,43,23,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
8,10/02/2018,PM2.5,33,54,38,28,54,06-037-0016,Glendora,AQS,aqidaily2018.csv
8,10/03/2018,PM2.5,23,52,29,23,52,06-037-0016,Glendora,AQS,aqidaily2018.csv
9,10/04/2018,PM2.5,28,43,34,11,43,06-037-0016,Glendora,AQS,aqidaily2018.csv
9,10/05/2018,PM2.5,28,53,44,21,53,06-037-0016,Glendora,AQS,aqidaily2018.csv
8,10/06/2018,PM2.5,25,59,54,47,59,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
8,10/07/2018,PM2.5,25,58,50,24,58,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
8,10/08/2018,PM2.5,31,58,49,23,58,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
7,10/09/2018,PM2.5,34,57,51,23,57,06-037-0016,Glendora,AQS,aqidaily2018.csv
8,10/10/2018,PM2.5,37,55,49,21,55,06-037-0016,Glendora,AQS,aqidaily2018.csv
8,10/11/2018,PM2.5,45,57,47,29,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
11,10/12/2018,PM2.5,42,58,50,24,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
10,10/13/2018,PM2.5,27,52,45,10,52,06-037-0016,Glendora,AQS,aqidaily2018.csv
10,10/14/2018,PM2.5,22,59,47,20,59,06-037-0016,Glendora,AQS,aqidaily2018.csv
16,10/15/2018,PM10,57,58,51,58,54,06-059-0007,Anaheim,AQS,aqidaily2018.csv
17,10/16/2018,PM2.5,58,63,47,29,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
18,10/17/2018,PM2.5,60,61,49,38,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
16,10/18/2018,PM2.5,66,66,48,26,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
17,10/19/2018,NO2,69,69,58,31,60,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
18,10/20/2018,Ozone,57,67,67,23,61,06-037-1201,Reseda,AQS,aqidaily2018.csv
13,10/21/2018,Ozone,40,90,90,21,65,06-037-0002,Azusa,AQS,aqidaily2018.csv
8,10/22/2018,PM2.5,42,74,74,32,74,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
10,10/23/2018,PM2.5,42,83,71,48,83,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
10,10/24/2018,PM2.5,44,71,61,31,71,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
10,10/25/2018,Ozone,43,100,100,35,86,06-037-1201,Reseda,AQS,aqidaily2018.csv
19,10/26/2018,Ozone,79,101,101,46,80,06-037-1201,Reseda,AQS,aqidaily2018.csv
17,10/27/2018,Ozone,55,126,126,33,82,06-037-1201,Reseda,AQS,aqidaily2018.csv
13,10/28/2018,Ozone,38,129,129,28,102,06-037-1201,Reseda,AQS,aqidaily2018.csv
13,10/29/2018,Ozone,52,133,133,57,125,06-037-1201,Reseda,AQS,aqidaily2018.csv
8,10/30/2018,PM2.5,48,75,51,40,75,06-037-0016,Glendora,AQS,aqidaily2018.csv
13,10/31/2018,PM2.5,60,66,47,39,66,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
20,11/01/2018,PM2.5,52,62,46,38,62,06-037-1302,Compton,AQS,aqidaily2018.csv
22,11/02/2018,PM2.5,55,67,49,33,67,06-037-4004,Long Beach (South),AQS,aqidaily2018.csv
22,11/03/2018,Ozone,49,74,74,31,70,06-059-2022,Mission Viejo,AQS,aqidaily2018.csv
19,11/04/2018,Ozone,46,90,90,43,80,06-037-1201,Reseda,AQS,aqidaily2018.csv
11,11/05/2018,PM2.5,45,74,64,28,74,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
7,11/06/2018,PM2.5,35,64,51,33,64,06-037-0016,Glendora,AQS,aqidaily2018.csv
8,11/07/2018,PM2.5,34,66,54,31,66,06-037-1201,Reseda,AQS,aqidaily2018.csv
16,11/08/2018,PM10,68,88,67,88,74,06-059-0007,Anaheim,AQS,aqidaily2018.csv
18,11/09/2018,NO2,73,73,49,49,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
19,11/10/2018,PM2.5,48,117,51,52,117,06-037-1201,Reseda,AQS,aqidaily2018.csv
24,11/11/2018,PM2.5,52,122,87,45,122,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
17,11/12/2018,NO2,66,66,40,26,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
15,11/13/2018,NO2,73,73,41,30,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
16,11/14/2018,NO2,66,66,37,22,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
14,11/15/2018,NO2,68,68,34,31,56,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
20,11/16/2018,PM2.5,62,73,36,41,73,06-037-1302,Compton,AQS,aqidaily2018.csv
18,11/17/2018,PM2.5,41,80,48,29,80,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2018.csv
17,11/18/2018,PM2.5,48,112,74,47,112,06-037-4004,Long Beach (South),AQS,aqidaily2018.csv
20,11/19/2018,PM2.5,78,130,38,54,130,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
28,11/20/2018,PM2.5,65,102,50,46,102,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
16,11/21/2018,PM2.5,55,83,44,34,83,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
10,11/22/2018,PM2.5,23,59,37,13,59,06-037-1302,Compton,AQS,aqidaily2018.csv
15,11/23/2018,PM2.5,31,63,38,16,63,06-037-1201,Reseda,AQS,aqidaily2018.csv
11,11/24/2018,PM2.5,30,65,37,21,65,06-037-0016,Glendora,AQS,aqidaily2018.csv
11,11/25/2018,PM2.5,35,64,40,23,64,06-037-1302,Compton,AQS,aqidaily2018.csv
14,11/26/2018,NO2,57,57,42,25,55,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
17,11/27/2018,NO2,62,62,36,29,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
15,11/28/2018,PM2.5,40,60,38,25,60,06-037-1201,Reseda,AQS,aqidaily2018.csv
7,11/29/2018,Ozone,37,39,39,7,38,06-037-5005,LAX Hastings,AQS,aqidaily2018.csv
11,11/30/2018,PM2.5,41,52,36,17,52,06-059-0007,Anaheim,AQS,aqidaily2018.csv
11,12/01/2018,PM2.5,37,55,38,19,55,06-037-4004,Long Beach (South),AQS,aqidaily2018.csv
13,12/02/2018,PM2.5,34,45,39,14,45,06-037-0016,Glendora,AQS,aqidaily2018.csv
14,12/03/2018,PM2.5,52,61,36,18,61,06-037-4004,Long Beach (South),AQS,aqidaily2018.csv
13,12/04/2018,NO2,54,54,35,21,53,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
15,12/05/2018,NO2,58,58,32,10,44,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
6,12/06/2018,NO2,46,46,35,3,36,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
15,12/07/2018,PM2.5,42,52,33,10,52,06-037-4004,Long Beach (South),AQS,aqidaily2018.csv
18,12/08/2018,PM2.5,36,62,33,19,62,06-037-4004,Long Beach (South),AQS,aqidaily2018.csv
24,12/09/2018,PM2.5,38,66,32,24,66,06-037-1201,Reseda,AQS,aqidaily2018.csv
22,12/10/2018,PM2.5,57,87,26,45,87,06-059-0007,Anaheim,AQS,aqidaily2018.csv
20,12/11/2018,PM2.5,57,83,33,31,83,06-037-4002,Long Beach (North),AQS,aqidaily2018.csv
14,12/12/2018,PM2.5,53,80,40,28,80,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
25,12/13/2018,PM2.5,71,82,31,30,82,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
26,12/14/2018,NO2,78,78,29,42,74,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
23,12/15/2018,PM2.5,46,134,34,34,134,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
28,12/16/2018,PM2.5,41,91,33,31,91,06-037-1302,Compton,AQS,aqidaily2018.csv
18,12/17/2018,PM2.5,38,64,33,19,64,06-037-1201,Reseda,AQS,aqidaily2018.csv
11,12/18/2018,PM2.5,47,61,32,19,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
22,12/19/2018,PM2.5,68,85,34,36,85,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
35,12/20/2018,PM2.5,81,86,31,43,86,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
18,12/21/2018,PM2.5,56,83,35,36,83,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
20,12/22/2018,PM2.5,51,102,33,47,102,06-037-1602,Pico Rivera #2,AQS,aqidaily2018.csv
19,12/23/2018,PM2.5,44,127,38,44,127,06-059-0007,Anaheim,AQS,aqidaily2018.csv
19,12/24/2018,PM2.5,36,147,39,51,147,06-059-0007,Anaheim,AQS,aqidaily2018.csv
7,12/25/2018,PM2.5,29,51,39,12,51,06-037-0016,Glendora,AQS,aqidaily2018.csv
13,12/26/2018,PM2.5,41,65,36,20,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
10,12/27/2018,PM2.5,37,55,39,19,55,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
13,12/28/2018,NO2,57,57,40,35,53,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
24,12/29/2018,PM2.5,55,78,42,20,78,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
33,12/30/2018,PM2.5,37,97,39,19,97,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2018.csv
16,12/31/2018,PM2.5,42,64,41,32,64,06-037-1302,Compton,AQS,aqidaily2018.csv
19,01/01/2019,PM2.5,37,71,39,23,71,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2019.csv
23,01/02/2019,PM2.5,68,93,36,22,93,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
19,01/03/2019,PM2.5,64,71,33,44,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
20,01/04/2019,PM2.5,61,87,30,30,87,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
23,01/05/2019,PM2.5,44,85,35,26,85,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
6,01/06/2019,PM2.5,33,58,39,11,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
15,01/07/2019,PM2.5,53,57,38,14,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
18,01/08/2019,PM2.5,53,66,37,16,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
25,01/09/2019,PM2.5,48,77,36,35,77,06-037-1302,Compton,AQS,aqidaily2019.csv
18,01/10/2019,PM2.5,47,71,35,23,71,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
11,01/11/2019,PM2.5,35,92,28,29,92,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
15,01/12/2019,PM2.5,36,57,39,8,57,06-037-4002,Long Beach (North),AQS,aqidaily2019.csv
17,01/13/2019,PM2.5,45,70,39,13,70,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
16,01/14/2019,PM2.5,43,58,39,6,58,06-037-1201,Reseda,AQS,aqidaily2019.csv
9,01/15/2019,PM2.5,42,55,39,8,55,06-037-1201,Reseda,AQS,aqidaily2019.csv
6,01/16/2019,NO2,38,38,35,3,33,06-037-5005,LAX Hastings,AQS,aqidaily2019.csv
9,01/17/2019,NO2,44,44,31,3,36,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
11,01/18/2019,PM2.5,43,62,36,25,62,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
14,01/19/2019,PM2.5,41,58,37,19,58,06-037-4004,Long Beach (South),AQS,aqidaily2019.csv
16,01/20/2019,PM2.5,29,54,36,8,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
7,01/21/2019,Ozone,39,40,40,34,30,06-037-0002,Azusa,AQS,aqidaily2019.csv
16,01/22/2019,NO2,71,71,43,19,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
19,01/23/2019,PM2.5,63,65,34,19,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
17,01/24/2019,NO2,76,76,38,27,69,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
18,01/25/2019,NO2,62,62,44,15,60,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
24,01/26/2019,PM2.5,57,66,44,19,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
33,01/27/2019,PM2.5,50,84,48,40,84,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
23,01/28/2019,PM2.5,77,106,44,39,106,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
18,01/29/2019,PM2.5,67,95,44,32,95,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2019.csv
11,01/30/2019,PM2.5,40,75,42,31,75,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2019.csv
9,01/31/2019,PM2.5,31,70,31,22,70,06-037-0016,Glendora,AQS,aqidaily2019.csv
14,02/01/2019,PM2.5,37,52,36,10,52,06-037-1201,Reseda,AQS,aqidaily2019.csv
7,02/02/2019,PM2.5,26,41,41,12,41,06-037-0016,Glendora,AQS,aqidaily2019.csv
7,02/03/2019,PM2.5,25,44,41,6,44,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
7,02/04/2019,Ozone,40,42,42,5,32,06-037-5005,LAX Hastings,AQS,aqidaily2019.csv
7,02/05/2019,NO2,46,46,41,5,35,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
9,02/06/2019,NO2,52,52,39,9,37,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
9,02/07/2019,PM2.5,49,61,40,14,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
13,02/08/2019,PM2.5,56,64,44,22,64,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
10,02/09/2019,PM2.5,40,62,42,11,62,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
13,02/10/2019,PM2.5,32,52,42,8,52,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
11,02/11/2019,NO2,57,57,44,13,51,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
16,02/12/2019,PM2.5,50,60,34,16,60,06-037-1201,Reseda,AQS,aqidaily2019.csv
17,02/13/2019,PM2.5,42,53,40,13,53,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
8,02/14/2019,PM2.5,44,51,43,12,51,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
14,02/15/2019,PM2.5,36,52,43,11,52,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
7,02/16/2019,Ozone,28,42,42,6,32,06-059-2022,Mission Viejo,AQS,aqidaily2019.csv
7,02/17/2019,Ozone,24,44,44,10,36,06-037-5005,LAX Hastings,AQS,aqidaily2019.csv
8,02/18/2019,NO2,44,44,42,8,32,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
9,02/19/2019,NO2,54,54,44,13,52,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
11,02/20/2019,PM2.5,40,56,41,34,56,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
14,02/21/2019,PM2.5,52,58,40,7,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
14,02/22/2019,PM2.5,45,61,43,12,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
13,02/23/2019,PM2.5,37,58,49,13,58,06-037-1201,Reseda,AQS,aqidaily2019.csv
14,02/24/2019,PM2.5,37,68,50,17,68,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
15,02/25/2019,PM2.5,48,65,61,19,65,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
10,02/26/2019,PM2.5,43,70,48,37,70,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2019.csv
8,02/27/2019,PM2.5,38,63,44,19,63,06-037-0016,Glendora,AQS,aqidaily2019.csv
8,02/28/2019,PM2.5,29,62,36,15,62,06-037-0016,Glendora,AQS,aqidaily2019.csv
8,03/01/2019,PM2.5,30,63,37,17,63,06-037-0016,Glendora,AQS,aqidaily2019.csv
8,03/02/2019,PM2.5,31,52,36,6,52,06-037-0016,Glendora,AQS,aqidaily2019.csv
7,03/03/2019,PM2.5,15,39,38,3,39,06-037-0016,Glendora,AQS,aqidaily2019.csv
8,03/04/2019,PM2.5,42,42,37,16,42,06-037-0016,Glendora,AQS,aqidaily2019.csv
11,03/05/2019,PM2.5,41,64,39,19,64,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
8,03/06/2019,PM2.5,37,54,37,8,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
7,03/07/2019,PM2.5,43,43,42,7,43,06-037-0016,Glendora,AQS,aqidaily2019.csv
7,03/08/2019,Ozone,43,46,46,9,38,06-059-2022,Mission Viejo,AQS,aqidaily2019.csv
8,03/09/2019,PM2.5,25,51,44,8,51,06-037-1201,Reseda,AQS,aqidaily2019.csv
10,03/10/2019,PM2.5,33,57,44,11,57,06-037-1201,Reseda,AQS,aqidaily2019.csv
10,03/11/2019,PM2.5,45,57,43,12,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
7,03/12/2019,PM2.5,37,56,44,17,56,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
7,03/13/2019,PM2.5,43,59,49,26,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
11,03/14/2019,PM2.5,48,55,50,36,55,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
13,03/15/2019,PM2.5,52,54,49,14,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2019.csv
17,03/16/2019,Ozone,52,71,71,31,59,06-059-2022,Mission Viejo,AQS,aqidaily2019.csv
